variety_name,week_number,cost,production,farm_name,cut
MOONLIGHT,23,0.318509834,0.318509834,LA GAITANA,
NEW_YORK,23,0.156,0.156,LA GAITANA,
NOVIA,23,0.036003367,0.036003367,LA GAITANA,
RANDAL,23,0,0,LA GAITANA,
RODAS,23,0.024429483,0.024429483,LA GAITANA,
HAWAI,23,0.015625,0.015625,LA GAITANA,
SORRISO,23,0,0,LA GAITANA,
TINGUA,23,0.017461341,0.017461341,LA GAITANA,
ZAFIRO,23,0.043,0.043,LA GAITANA,
ZENIT,23,0.288204657,0.288204657,LA GAITANA,
HERMES,23,0.08,0.08,LA GAITANA,
ZEPPELIN,23,0,0,LA GAITANA,
KINO,23,0.322619354,0.322619354,LA GAITANA,
VELVET,23,0.029,0.029,LA GAITANA,
TANGELO,23,0.043,0.043,LA GAITANA,
ORANGE_FLAME,23,0.015625,0.015625,LA GAITANA,
TRUENO,23,0.015625,0.015625,LA GAITANA,
AMBROSE,23,0.111,0.111,LA GAITANA,
ANDINO,23,0.006,0.006,LA GAITANA,
BOUZERON,23,0,0,LA GAITANA,
CAPRICHO,23,0.016666667,0.016666667,LA GAITANA,
CAROCHE,23,0,0,LA GAITANA,
CAROLINE,23,0.1,0.1,LA GAITANA,
DANDY,23,0,0,LA GAITANA,
DANIKO,23,0,0,LA GAITANA,
DILETTA_CREMA,23,0.658842488,0.658842488,LA GAITANA,
DON_PEDRO,23,0.089139344,0.089139344,LA GAITANA,
FAITH,23,0.521390374,0.521390374,LA GAITANA,
FARIETA,23,0.14787,0.14787,LA GAITANA,
FAUSTO,23,0.025,0.025,LA GAITANA,
FREDY,23,0.179964602,0.179964602,LA GAITANA,
GLADYS,23,0.204123711,0.204123711,LA GAITANA,
GOBI,23,0.330659537,0.330659537,LA GAITANA,
GOBLIN,23,0.088,0.088,LA GAITANA,
GOLEM,23,0.043,0.043,LA GAITANA,
HELIOS,23,0,0,LA GAITANA,
ISOLA,23,0.039,0.039,LA GAITANA,
KINO_SPORT,23,0.074008811,0.074008811,LA GAITANA,
KOMACHI,23,0.421576665,0.421576665,LA GAITANA,
LIGHT_STAR,23,0.2,0.2,LA GAITANA,
LIZZY,23,0,0,LA GAITANA,
MADELON,23,0.053,0.053,LA GAITANA,
MEGAN,23,0.01,0.01,LA GAITANA,
MELODIA,23,0.4,0.4,LA GAITANA,
MIZUKI,23,0.034,0.034,LA GAITANA,
MONTOYA,23,0.118,0.118,LA GAITANA,
PELAYO,23,0.05,0.05,LA GAITANA,
POLIMNIA,23,0,0,LA GAITANA,
SOLEX,23,0.09516129,0.09516129,LA GAITANA,
SUMATRA,23,0.043,0.043,LA GAITANA,
TENDERLY,23,0,0,LA GAITANA,
VORAGINE,23,0.48,0.48,LA GAITANA,
WALKER,23,0.034726592,0.034726592,LA GAITANA,
ZAPOTE,23,0.05,0.05,LA GAITANA,
ZURIGO,23,0.273150258,0.273150258,LA GAITANA,
ALI_BABA,24,0.107008761,0.107008761,LA GAITANA,
AMOROSA,24,0.151872577,0.151872577,LA GAITANA,
ANTIGUA,24,0.078754579,0.078754579,LA GAITANA,
ARMONIA,24,0.046229185,0.046229185,LA GAITANA,
BIZET,24,0.089946,0.089946,LA GAITANA,
CAROLINE_GOLD,24,0.794483648,0.794483648,LA GAITANA,
CHELO,24,0.079970105,0.079970105,LA GAITANA,
DILETTA,24,0.536109829,0.536109829,LA GAITANA,
DONCEL,24,0.438339706,0.438339706,LA GAITANA,
FARIDA,24,0.067893917,0.067893917,LA GAITANA,
EXTASIS,24,0.089513371,0.089513371,LA GAITANA,
FUENTE,24,0.236539454,0.236539454,LA GAITANA,
GRANSOLE,24,0.423755191,0.423755191,LA GAITANA,
IKEBANA,24,0.176153846,0.176153846,LA GAITANA,
ILUSION,24,0,0,LA GAITANA,
JOBIM,24,0.688043207,0.688043207,LA GAITANA,
NAUTILUS,24,0.109418768,0.109418768,LA GAITANA,
NEON,24,0.089513371,0.089513371,LA GAITANA,
LEGE_MARRONE,24,0.001822157,0.001822157,LA GAITANA,
MOONLIGHT,24,0.292003019,0.292003019,LA GAITANA,
NEW_YORK,24,0.198,0.198,LA GAITANA,
NOVIA,24,0.120797783,0.120797783,LA GAITANA,
RANDAL,24,0.021062271,0.021062271,LA GAITANA,
RODAS,24,0.109418768,0.109418768,LA GAITANA,
HAWAI,24,0.089513371,0.089513371,LA GAITANA,
SORRISO,24,0.011721889,0.011721889,LA GAITANA,
TINGUA,24,0.032115908,0.032115908,LA GAITANA,
ZAFIRO,24,0.082,0.082,LA GAITANA,
ZENIT,24,0.48,0.48,LA GAITANA,
HERMES,24,0.1,0.1,LA GAITANA,
ZEPPELIN,24,0.004694836,0.004694836,LA GAITANA,
KINO,24,0.207003762,0.207003762,LA GAITANA,
VELVET,24,0.027,0.027,LA GAITANA,
TANGELO,24,0.082,0.082,LA GAITANA,
ORANGE_FLAME,24,0.089513371,0.089513371,LA GAITANA,
TRUENO,24,0.089513371,0.089513371,LA GAITANA,
AMBROSE,24,0.197,0.197,LA GAITANA,
ANDINO,24,0.095,0.095,LA GAITANA,
BOUZERON,24,0,0,LA GAITANA,
CAPRICHO,24,0.05859375,0.05859375,LA GAITANA,
CAROCHE,24,0,0,LA GAITANA,
CAROLINE,24,0.2,0.2,LA GAITANA,
DANDY,24,0.045,0.045,LA GAITANA,
DANIKO,24,0.034979424,0.034979424,LA GAITANA,
DILETTA_CREMA,24,0.751685628,0.751685628,LA GAITANA,
DON_PEDRO,24,0.223360656,0.223360656,LA GAITANA,
FAITH,24,1.001871658,1.001871658,LA GAITANA,
FARIETA,24,0.31651,0.31651,LA GAITANA,
FAUSTO,24,0.054,0.054,LA GAITANA,
FREDY,24,0.307679709,0.307679709,LA GAITANA,
GLADYS,24,0.471134021,0.471134021,LA GAITANA,
GOBI,24,0.525846702,0.525846702,LA GAITANA,
GOBLIN,24,0.111,0.111,LA GAITANA,
GOLEM,24,0.082,0.082,LA GAITANA,
HELIOS,24,0,0,LA GAITANA,
ISOLA,24,0.056,0.056,LA GAITANA,
KINO_SPORT,24,0.12031675,0.12031675,LA GAITANA,
KOMACHI,24,0.293023495,0.293023495,LA GAITANA,
LIGHT_STAR,24,0.3,0.3,LA GAITANA,
LIZZY,24,0.024,0.024,LA GAITANA,
MADELON,24,0.14,0.14,LA GAITANA,
MEGAN,24,0.06,0.06,LA GAITANA,
MELODIA,24,0.53,0.53,LA GAITANA,
MIZUKI,24,0.196,0.196,LA GAITANA,
MONTOYA,24,0.266,0.266,LA GAITANA,
PELAYO,24,0.18,0.18,LA GAITANA,
POLIMNIA,24,0.071799509,0.071799509,LA GAITANA,
SOLEX,24,0.549193548,0.549193548,LA GAITANA,
SUMATRA,24,0.082,0.082,LA GAITANA,
TENDERLY,24,0.06,0.06,LA GAITANA,
VORAGINE,24,0.49,0.49,LA GAITANA,
WALKER,24,0.084257179,0.084257179,LA GAITANA,
ZAPOTE,24,0.1,0.1,LA GAITANA,
ZURIGO,24,0.054601558,0.054601558,LA GAITANA,
ALI_BABA,25,0.160870182,0.160870182,LA GAITANA,
AMOROSA,25,0.157699555,0.157699555,LA GAITANA,
ANTIGUA,25,0.135516352,0.135516352,LA GAITANA,
ARMONIA,25,0.313568614,0.313568614,LA GAITANA,
BIZET,25,0.174078,0.174078,LA GAITANA,
CAROLINE_GOLD,25,0.577540107,0.577540107,LA GAITANA,
CHELO,25,0.07,0.07,LA GAITANA,
DILETTA,25,0.774441674,0.774441674,LA GAITANA,
DONCEL,25,0.574088152,0.574088152,LA GAITANA,
FARIDA,25,0.273471955,0.273471955,LA GAITANA,
EXTASIS,25,0.27058069,0.27058069,LA GAITANA,
FUENTE,25,0.242167511,0.242167511,LA GAITANA,
GRANSOLE,25,0.5081413,0.5081413,LA GAITANA,
IKEBANA,25,0.27,0.27,LA GAITANA,
ILUSION,25,0,0,LA GAITANA,
JOBIM,25,0.538158156,0.538158156,LA GAITANA,
NAUTILUS,25,0.35081523,0.35081523,LA GAITANA,
NEON,25,0.27058069,0.27058069,LA GAITANA,
LEGE_MARRONE,25,0.053705365,0.053705365,LA GAITANA,
MOONLIGHT,25,0.446906011,0.446906011,LA GAITANA,
NEW_YORK,25,0.261,0.261,LA GAITANA,
NOVIA,25,0.36637521,0.36637521,LA GAITANA,
RANDAL,25,0.083235217,0.083235217,LA GAITANA,
RODAS,25,0.35081523,0.35081523,LA GAITANA,
HAWAI,25,0.27058069,0.27058069,LA GAITANA,
SORRISO,25,0.062203659,0.062203659,LA GAITANA,
TINGUA,25,0.11156113,0.11156113,LA GAITANA,
ZAFIRO,25,0.279,0.279,LA GAITANA,
ZENIT,25,0.5,0.5,LA GAITANA,
HERMES,25,0.12,0.12,LA GAITANA,
ZEPPELIN,25,0.076682316,0.076682316,LA GAITANA,
KINO,25,0.327210563,0.327210563,LA GAITANA,
VELVET,25,0.091,0.091,LA GAITANA,
TANGELO,25,0.279,0.279,LA GAITANA,
ORANGE_FLAME,25,0.27058069,0.27058069,LA GAITANA,
TRUENO,25,0.27058069,0.27058069,LA GAITANA,
AMBROSE,25,0.412,0.412,LA GAITANA,
ANDINO,25,0.163,0.163,LA GAITANA,
BOUZERON,25,0,0,LA GAITANA,
CAPRICHO,25,0.140625,0.140625,LA GAITANA,
CAROCHE,25,0.004694836,0.004694836,LA GAITANA,
CAROLINE,25,0.3,0.3,LA GAITANA,
DANDY,25,0.204,0.204,LA GAITANA,
DANIKO,25,0.116802168,0.116802168,LA GAITANA,
DILETTA_CREMA,25,0.857385036,0.857385036,LA GAITANA,
DON_PEDRO,25,0.250316884,0.250316884,LA GAITANA,
FAITH,25,1.197593583,1.197593583,LA GAITANA,
FARIETA,25,0.35216,0.35216,LA GAITANA,
FAUSTO,25,0.105,0.105,LA GAITANA,
FREDY,25,0.473278278,0.473278278,LA GAITANA,
GLADYS,25,1.365979381,1.365979381,LA GAITANA,
GOBI,25,0.640819964,0.640819964,LA GAITANA,
GOBLIN,25,0.288,0.288,LA GAITANA,
GOLEM,25,0.279,0.279,LA GAITANA,
HELIOS,25,0.026574803,0.026574803,LA GAITANA,
ISOLA,25,0.095,0.095,LA GAITANA,
KINO_SPORT,25,0.241438288,0.241438288,LA GAITANA,
KOMACHI,25,0.429667032,0.429667032,LA GAITANA,
LIGHT_STAR,25,0.36,0.36,LA GAITANA,
LIZZY,25,0.028,0.028,LA GAITANA,
MADELON,25,0.21,0.21,LA GAITANA,
MEGAN,25,0.14,0.14,LA GAITANA,
MELODIA,25,0.58,0.58,LA GAITANA,
MIZUKI,25,0.618,0.618,LA GAITANA,
MONTOYA,25,0.398,0.398,LA GAITANA,
PELAYO,25,0.25,0.25,LA GAITANA,
POLIMNIA,25,0.212260061,0.212260061,LA GAITANA,
SOLEX,25,0.94516129,0.94516129,LA GAITANA,
SUMATRA,25,0.279,0.279,LA GAITANA,
TENDERLY,25,0.15,0.15,LA GAITANA,
VORAGINE,25,0.860679109,0.860679109,LA GAITANA,
WALKER,25,0.262089888,0.262089888,LA GAITANA,
ZAPOTE,25,0.5,0.5,LA GAITANA,
ZURIGO,25,0.163346412,0.163346412,LA GAITANA,
ALI_BABA,26,0.555012978,0.555012978,LA GAITANA,
AMOROSA,26,0.433409521,0.433409521,LA GAITANA,
ANTIGUA,26,0.135271966,0.135271966,LA GAITANA,
ARMONIA,26,0.420766783,0.420766783,LA GAITANA,
BIZET,26,0.312246,0.312246,LA GAITANA,
CAROLINE_GOLD,26,0.528074866,0.528074866,LA GAITANA,
CHELO,26,0.049,0.049,LA GAITANA,
DILETTA,26,0.767548121,0.767548121,LA GAITANA,
DONCEL,26,0.630166333,0.630166333,LA GAITANA,
FARIDA,26,0.681976329,0.681976329,LA GAITANA,
EXTASIS,26,0.437143709,0.437143709,LA GAITANA,
FUENTE,26,0.35,0.35,LA GAITANA,
GRANSOLE,26,0.8367765,0.8367765,LA GAITANA,
IKEBANA,26,0.304028926,0.304028926,LA GAITANA,
ILUSION,26,0,0,LA GAITANA,
JOBIM,26,0.602183648,0.602183648,LA GAITANA,
NAUTILUS,26,0.628514098,0.628514098,LA GAITANA,
NEON,26,0.437143709,0.437143709,LA GAITANA,
LEGE_MARRONE,26,0.262437393,0.262437393,LA GAITANA,
MOONLIGHT,26,0.522731041,0.522731041,LA GAITANA,
NEW_YORK,26,0.359,0.359,LA GAITANA,
NOVIA,26,0.533062829,0.533062829,LA GAITANA,
RANDAL,26,0.239795918,0.239795918,LA GAITANA,
RODAS,26,0.628514098,0.628514098,LA GAITANA,
HAWAI,26,0.437143709,0.437143709,LA GAITANA,
SORRISO,26,0.294488947,0.294488947,LA GAITANA,
TINGUA,26,0.593002775,0.593002775,LA GAITANA,
ZAFIRO,26,0.561333333,0.561333333,LA GAITANA,
ZENIT,26,0.706830034,0.706830034,LA GAITANA,
HERMES,26,0.15,0.15,LA GAITANA,
ZEPPELIN,26,0.168231612,0.168231612,LA GAITANA,
KINO,26,0.368191572,0.368191572,LA GAITANA,
VELVET,26,0.157,0.157,LA GAITANA,
TANGELO,26,0.561,0.561,LA GAITANA,
ORANGE_FLAME,26,0.437143709,0.437143709,LA GAITANA,
TRUENO,26,0.437143709,0.437143709,LA GAITANA,
AMBROSE,26,0.441,0.441,LA GAITANA,
ANDINO,26,0.228,0.228,LA GAITANA,
BOUZERON,26,0.05,0.05,LA GAITANA,
CAPRICHO,26,0.411132813,0.411132813,LA GAITANA,
CAROCHE,26,0.134976526,0.134976526,LA GAITANA,
CAROLINE,26,0.471,0.471,LA GAITANA,
DANDY,26,0.273,0.273,LA GAITANA,
DANIKO,26,0.3,0.3,LA GAITANA,
DILETTA_CREMA,26,0.564510829,0.564510829,LA GAITANA,
DON_PEDRO,26,0.442751479,0.442751479,LA GAITANA,
FAITH,26,0.51657754,0.51657754,LA GAITANA,
FARIETA,26,0.40424,0.40424,LA GAITANA,
FAUSTO,26,0.188,0.188,LA GAITANA,
FREDY,26,0.539327597,0.539327597,LA GAITANA,
GLADYS,26,1.013402062,1.013402062,LA GAITANA,
GOBI,26,0.572192513,0.572192513,LA GAITANA,
GOBLIN,26,0.341,0.341,LA GAITANA,
GOLEM,26,0.428,0.428,LA GAITANA,
HELIOS,26,0.414136966,0.414136966,LA GAITANA,
ISOLA,26,0.196,0.196,LA GAITANA,
KINO_SPORT,26,0.592573679,0.592573679,LA GAITANA,
KOMACHI,26,0.666799828,0.666799828,LA GAITANA,
LIGHT_STAR,26,0.37,0.37,LA GAITANA,
LIZZY,26,0.071,0.071,LA GAITANA,
MADELON,26,0.354,0.354,LA GAITANA,
MEGAN,26,0.34,0.34,LA GAITANA,
MELODIA,26,0.56,0.56,LA GAITANA,
MIZUKI,26,0.966,0.966,LA GAITANA,
MONTOYA,26,0.53,0.53,LA GAITANA,
PELAYO,26,0.46,0.46,LA GAITANA,
POLIMNIA,26,0.436030518,0.436030518,LA GAITANA,
SOLEX,26,0.954,0.954,LA GAITANA,
SUMATRA,26,0.428,0.428,LA GAITANA,
TENDERLY,26,0.32,0.32,LA GAITANA,
VORAGINE,26,0.83,0.83,LA GAITANA,
WALKER,26,0.360233493,0.360233493,LA GAITANA,
ZAPOTE,26,0.6,0.6,LA GAITANA,
ZURIGO,26,0.276990183,0.276990183,LA GAITANA,
ALI_BABA,27,0.695661376,0.695661376,LA GAITANA,
AMOROSA,27,0.620617674,0.620617674,LA GAITANA,
ANTIGUA,27,0.21243862,0.21243862,LA GAITANA,
ARMONIA,27,0.860012243,0.860012243,LA GAITANA,
BIZET,27,0.550962,0.550962,LA GAITANA,
CAROLINE_GOLD,27,0.271836007,0.271836007,LA GAITANA,
CHELO,27,0.795082888,0.795082888,LA GAITANA,
DILETTA,27,0.641543263,0.641543263,LA GAITANA,
DONCEL,27,0.752819506,0.752819506,LA GAITANA,
FARIDA,27,0.689747912,0.689747912,LA GAITANA,
EXTASIS,27,0.687344527,0.687344527,LA GAITANA,
FUENTE,27,0.38,0.38,LA GAITANA,
GRANSOLE,27,0.703063924,0.703063924,LA GAITANA,
IKEBANA,27,0.750309917,0.750309917,LA GAITANA,
ILUSION,27,0.267768595,0.267768595,LA GAITANA,
JOBIM,27,0.439000015,0.439000015,LA GAITANA,
NAUTILUS,27,0.765697664,0.765697664,LA GAITANA,
NEON,27,0.687344527,0.687344527,LA GAITANA,
LEGE_MARRONE,27,0.46380915,0.46380915,LA GAITANA,
MOONLIGHT,27,0.581743463,0.581743463,LA GAITANA,
NEW_YORK,27,0.408,0.408,LA GAITANA,
NOVIA,27,0.468299617,0.468299617,LA GAITANA,
RANDAL,27,0.457025118,0.457025118,LA GAITANA,
RODAS,27,0.765697664,0.765697664,LA GAITANA,
HAWAI,27,0.687344527,0.687344527,LA GAITANA,
SORRISO,27,0.773578442,0.773578442,LA GAITANA,
TINGUA,27,0.823496908,0.823496908,LA GAITANA,
ZAFIRO,27,0.659,0.659,LA GAITANA,
ZENIT,27,0.936374784,0.936374784,LA GAITANA,
HERMES,27,0.2,0.2,LA GAITANA,
ZEPPELIN,27,0.36,0.36,LA GAITANA,
KINO,27,0.434684542,0.434684542,LA GAITANA,
VELVET,27,0.365,0.365,LA GAITANA,
TANGELO,27,0.659,0.659,LA GAITANA,
ORANGE_FLAME,27,0.687344527,0.687344527,LA GAITANA,
TRUENO,27,0.687344527,0.687344527,LA GAITANA,
AMBROSE,27,0.615,0.615,LA GAITANA,
ANDINO,27,0.391,0.391,LA GAITANA,
BOUZERON,27,0.384,0.384,LA GAITANA,
CAPRICHO,27,0.717773438,0.717773438,LA GAITANA,
CAROCHE,27,0.516431925,0.516431925,LA GAITANA,
CAROLINE,27,0.581,0.581,LA GAITANA,
DANDY,27,0.389,0.389,LA GAITANA,
DANIKO,27,0.610652749,0.610652749,LA GAITANA,
DILETTA_CREMA,27,0.32163402,0.32163402,LA GAITANA,
DON_PEDRO,27,0.763319672,0.763319672,LA GAITANA,
FAITH,27,0.334491979,0.334491979,LA GAITANA,
FARIETA,27,0.47709,0.47709,LA GAITANA,
FAUSTO,27,0.332,0.332,LA GAITANA,
FREDY,27,0.767221156,0.767221156,LA GAITANA,
GLADYS,27,0.845360825,0.845360825,LA GAITANA,
GOBI,27,0.37,0.37,LA GAITANA,
GOBLIN,27,0.399,0.399,LA GAITANA,
GOLEM,27,0.492333333,0.492333333,LA GAITANA,
HELIOS,27,0.568678915,0.568678915,LA GAITANA,
ISOLA,27,0.326,0.326,LA GAITANA,
KINO_SPORT,27,0.55,0.55,LA GAITANA,
KOMACHI,27,0.580253231,0.580253231,LA GAITANA,
LIGHT_STAR,27,0.876602267,0.876602267,LA GAITANA,
LIZZY,27,0.146,0.146,LA GAITANA,
MADELON,27,0.61,0.61,LA GAITANA,
MEGAN,27,0.7,0.7,LA GAITANA,
MELODIA,27,0.51,0.51,LA GAITANA,
MIZUKI,27,0.916,0.916,LA GAITANA,
MONTOYA,27,0.695,0.695,LA GAITANA,
PELAYO,27,0.34,0.34,LA GAITANA,
POLIMNIA,27,0.627970959,0.627970959,LA GAITANA,
SOLEX,27,0.969578313,0.969578313,LA GAITANA,
SUMATRA,27,0.492333333,0.492333333,LA GAITANA,
TENDERLY,27,0.58,0.58,LA GAITANA,
VORAGINE,27,0.82,0.82,LA GAITANA,
WALKER,27,0.576372265,0.576372265,LA GAITANA,
ZAPOTE,27,0.7,0.7,LA GAITANA,
ZURIGO,27,0.505514731,0.505514731,LA GAITANA,
ALI_BABA,28,0.583941314,0.583941314,LA GAITANA,
AMOROSA,28,0.386129854,0.386129854,LA GAITANA,
ANTIGUA,28,0.332095355,0.332095355,LA GAITANA,
ARMONIA,28,0.575218742,0.575218742,LA GAITANA,
BIZET,28,0.70281,0.70281,LA GAITANA,
CAROLINE_GOLD,28,0.188651218,0.188651218,LA GAITANA,
CHELO,28,0.663403743,0.663403743,LA GAITANA,
DILETTA,28,0.439779948,0.439779948,LA GAITANA,
DONCEL,28,0.560015027,0.560015027,LA GAITANA,
FARIDA,28,0.519198806,0.519198806,LA GAITANA,
EXTASIS,28,0.809831053,0.809831053,LA GAITANA,
FUENTE,28,0.395587442,0.395587442,LA GAITANA,
GRANSOLE,28,0.769555706,0.769555706,LA GAITANA,
IKEBANA,28,1.106404959,1.106404959,LA GAITANA,
ILUSION,28,0.56,0.56,LA GAITANA,
JOBIM,28,0.297831483,0.297831483,LA GAITANA,
NAUTILUS,28,0.56040118,0.56040118,LA GAITANA,
NEON,28,0.809831053,0.809831053,LA GAITANA,
LEGE_MARRONE,28,0.732742956,0.732742956,LA GAITANA,
MOONLIGHT,28,0.548571418,0.548571418,LA GAITANA,
NEW_YORK,28,0.471,0.471,LA GAITANA,
NOVIA,28,0.610825915,0.610825915,LA GAITANA,
RANDAL,28,0.862637363,0.862637363,LA GAITANA,
RODAS,28,0.56040118,0.56040118,LA GAITANA,
HAWAI,28,0.809831053,0.809831053,LA GAITANA,
SORRISO,28,0.641574857,0.641574857,LA GAITANA,
TINGUA,28,0.863346326,0.863346326,LA GAITANA,
ZAFIRO,28,0.588333333,0.588333333,LA GAITANA,
ZENIT,28,0.7254806,0.7254806,LA GAITANA,
HERMES,28,0.577166787,0.577166787,LA GAITANA,
ZEPPELIN,28,0.60172144,0.60172144,LA GAITANA,
KINO,28,0.445700096,0.445700096,LA GAITANA,
VELVET,28,0.606,0.606,LA GAITANA,
TANGELO,28,0.588,0.588,LA GAITANA,
ORANGE_FLAME,28,0.809831053,0.809831053,LA GAITANA,
TRUENO,28,0.809831053,0.809831053,LA GAITANA,
AMBROSE,28,0.54,0.54,LA GAITANA,
ANDINO,28,0.463,0.463,LA GAITANA,
BOUZERON,28,0.965,0.965,LA GAITANA,
CAPRICHO,28,0.819335938,0.819335938,LA GAITANA,
CAROCHE,28,0.88028169,0.88028169,LA GAITANA,
CAROLINE,28,0.493,0.493,LA GAITANA,
DANDY,28,0.478,0.478,LA GAITANA,
DANIKO,28,0.582977015,0.582977015,LA GAITANA,
DILETTA_CREMA,28,0.183322154,0.183322154,LA GAITANA,
DON_PEDRO,28,0.42191439,0.42191439,LA GAITANA,
FAITH,28,0.272727273,0.272727273,LA GAITANA,
FARIETA,28,0.52018,0.52018,LA GAITANA,
FAUSTO,28,0.424,0.424,LA GAITANA,
FREDY,28,0.55,0.55,LA GAITANA,
GLADYS,28,0.870103093,0.870103093,LA GAITANA,
GOBI,28,0.35,0.35,LA GAITANA,
GOBLIN,28,0.4,0.4,LA GAITANA,
GOLEM,28,0.388,0.388,LA GAITANA,
HELIOS,28,0.447463393,0.447463393,LA GAITANA,
ISOLA,28,0.457,0.457,LA GAITANA,
KINO_SPORT,28,0.515707074,0.515707074,LA GAITANA,
KOMACHI,28,0.529989467,0.529989467,LA GAITANA,
LIGHT_STAR,28,0.808053751,0.808053751,LA GAITANA,
LIZZY,28,0.199,0.199,LA GAITANA,
MADELON,28,0.563,0.563,LA GAITANA,
MEGAN,28,0.74,0.74,LA GAITANA,
MELODIA,28,0.5,0.5,LA GAITANA,
MIZUKI,28,0.738,0.738,LA GAITANA,
MONTOYA,28,0.674,0.674,LA GAITANA,
PELAYO,28,0.43,0.43,LA GAITANA,
POLIMNIA,28,0.579367266,0.579367266,LA GAITANA,
SOLEX,28,0.983584337,0.983584337,LA GAITANA,
SUMATRA,28,0.388,0.388,LA GAITANA,
TENDERLY,28,0.62,0.62,LA GAITANA,
VORAGINE,28,0.431601431,0.431601431,LA GAITANA,
WALKER,28,0.638210955,0.638210955,LA GAITANA,
ZAPOTE,28,0.9,0.9,LA GAITANA,
ZURIGO,28,0.630960482,0.630960482,LA GAITANA,
ALI_BABA,29,0.491913105,0.491913105,LA GAITANA,
AMOROSA,29,0.39166211,0.39166211,LA GAITANA,
ANTIGUA,29,0.52341301,0.52341301,LA GAITANA,
ARMONIA,29,0.346688377,0.346688377,LA GAITANA,
BIZET,29,0.639198,0.639198,LA GAITANA,
CAROLINE_GOLD,29,0.141265597,0.141265597,LA GAITANA,
CHELO,29,0.47327451,0.47327451,LA GAITANA,
DILETTA,29,0.395832583,0.395832583,LA GAITANA,
DONCEL,29,0.47570697,0.47570697,LA GAITANA,
FARIDA,29,0.49,0.49,LA GAITANA,
EXTASIS,29,0.538574489,0.538574489,LA GAITANA,
FUENTE,29,0.479264567,0.479264567,LA GAITANA,
GRANSOLE,29,0.451119144,0.451119144,LA GAITANA,
IKEBANA,29,0.852582645,0.852582645,LA GAITANA,
ILUSION,29,1.338842975,1.338842975,LA GAITANA,
JOBIM,29,0.243717087,0.243717087,LA GAITANA,
NAUTILUS,29,0.577737634,0.577737634,LA GAITANA,
NEON,29,0.538574489,0.538574489,LA GAITANA,
LEGE_MARRONE,29,0.48636879,0.48636879,LA GAITANA,
MOONLIGHT,29,0.331495905,0.331495905,LA GAITANA,
NEW_YORK,29,0.6,0.6,LA GAITANA,
NOVIA,29,0.529115333,0.529115333,LA GAITANA,
RANDAL,29,0.752747253,0.752747253,LA GAITANA,
RODAS,29,0.577737634,0.577737634,LA GAITANA,
HAWAI,29,0.538574489,0.538574489,LA GAITANA,
SORRISO,29,0.755095904,0.755095904,LA GAITANA,
TINGUA,29,0.773521615,0.773521615,LA GAITANA,
ZAFIRO,29,0.448333333,0.448333333,LA GAITANA,
ZENIT,29,0.493269484,0.493269484,LA GAITANA,
HERMES,29,0.80545632,0.80545632,LA GAITANA,
ZEPPELIN,29,0.759780908,0.759780908,LA GAITANA,
KINO,29,0.365075722,0.365075722,LA GAITANA,
VELVET,29,0.517,0.517,LA GAITANA,
TANGELO,29,0.448,0.448,LA GAITANA,
ORANGE_FLAME,29,0.538574489,0.538574489,LA GAITANA,
TRUENO,29,0.538574489,0.538574489,LA GAITANA,
AMBROSE,29,0.356,0.356,LA GAITANA,
ANDINO,29,0.49,0.49,LA GAITANA,
BOUZERON,29,0.767,0.767,LA GAITANA,
CAPRICHO,29,1.248046875,1.248046875,LA GAITANA,
CAROCHE,29,0.930751174,0.930751174,LA GAITANA,
CAROLINE,29,0.45,0.45,LA GAITANA,
DANDY,29,0.723,0.723,LA GAITANA,
DANIKO,29,0.496405032,0.496405032,LA GAITANA,
DILETTA_CREMA,29,0.150925996,0.150925996,LA GAITANA,
DON_PEDRO,29,0.425697632,0.425697632,LA GAITANA,
FAITH,29,0.165240642,0.165240642,LA GAITANA,
FARIETA,29,0.35898,0.35898,LA GAITANA,
FAUSTO,29,0.385,0.385,LA GAITANA,
FREDY,29,0.54,0.54,LA GAITANA,
GLADYS,29,0.109793814,0.109793814,LA GAITANA,
GOBI,29,0.297682709,0.297682709,LA GAITANA,
GOBLIN,29,0.499,0.499,LA GAITANA,
GOLEM,29,0.336666667,0.336666667,LA GAITANA,
HELIOS,29,0.41699077,0.41699077,LA GAITANA,
ISOLA,29,0.5,0.5,LA GAITANA,
KINO_SPORT,29,0.488883127,0.488883127,LA GAITANA,
KOMACHI,29,0.429329368,0.429329368,LA GAITANA,
LIGHT_STAR,29,0.683688814,0.683688814,LA GAITANA,
LIZZY,29,0.398,0.398,LA GAITANA,
MADELON,29,0.628,0.628,LA GAITANA,
MEGAN,29,0.62,0.62,LA GAITANA,
MELODIA,29,0.43,0.43,LA GAITANA,
MIZUKI,29,0.595,0.595,LA GAITANA,
MONTOYA,29,0.587,0.587,LA GAITANA,
PELAYO,29,0.38,0.38,LA GAITANA,
POLIMNIA,29,0.576196396,0.576196396,LA GAITANA,
SOLEX,29,0.918975904,0.918975904,LA GAITANA,
SUMATRA,29,0.336666667,0.336666667,LA GAITANA,
TENDERLY,29,0.62,0.62,LA GAITANA,
VORAGINE,29,0.374329148,0.374329148,LA GAITANA,
WALKER,29,0.544210945,0.544210945,LA GAITANA,
ZAPOTE,29,0.54,0.54,LA GAITANA,
ZURIGO,29,0.55449463,0.55449463,LA GAITANA,
