variety_name,week_number,cost,production,farm_name,cut
CAROLINE,56,0.28,0.28,LA GAITANA,
DANDY,56,0.356,0.356,LA GAITANA,
DANIKO,56,0.374796748,0.374796748,LA GAITANA,
DILETTA_CREMA,56,0.147537283,0.147537283,LA GAITANA,
DON_PEDRO,56,0.072232397,0.072232397,LA GAITANA,
FAITH,56,0.159625668,0.159625668,LA GAITANA,
FARIETA,56,0.27621,0.27621,LA GAITANA,
FAUSTO,56,0.135,0.135,LA GAITANA,
FREDY,56,0.212837045,0.212837045,LA GAITANA,
GLADYS,56,0.142783505,0.142783505,LA GAITANA,
GOBI,56,0.177333333,0.177333333,LA GAITANA,
GOBLIN,56,0.145,0.145,LA GAITANA,
GOLEM,56,0.145333333,0.145333333,LA GAITANA,
HELIOS,56,0.127083333,0.127083333,LA GAITANA,
ISOLA,56,0.163,0.163,LA GAITANA,
KINO_SPORT,56,0.213327435,0.213327435,LA GAITANA,
KOMACHI,56,0.266979524,0.266979524,LA GAITANA,
LIGHT_STAR,56,0.338057565,0.338057565,LA GAITANA,
LIZZY,56,0.199,0.199,LA GAITANA,
MADELON,56,0.268,0.268,LA GAITANA,
MEGAN,56,0.27,0.27,LA GAITANA,
MELODIA,56,0.24,0.24,LA GAITANA,
MIZUKI,56,0.208,0.208,LA GAITANA,
MONTOYA,56,0.204,0.204,LA GAITANA,
PELAYO,56,0.15,0.15,LA GAITANA,
POLIMNIA,56,0.293230032,0.293230032,LA GAITANA,
SOLEX,56,0.301707968,0.301707968,LA GAITANA,
SUMATRA,56,0.145333333,0.145333333,LA GAITANA,
TENDERLY,56,0.13,0.13,LA GAITANA,
VORAGINE,56,0.256344547,0.256344547,LA GAITANA,
WALKER,56,0.295268913,0.295268913,LA GAITANA,
ZAPOTE,56,0.196,0.196,LA GAITANA,
ZURIGO,56,0.201786475,0.201786475,LA GAITANA,
ALI_BABA,57,0.285542048,0.285542048,LA GAITANA,
AMOROSA,57,0.340191037,0.340191037,LA GAITANA,
ANTIGUA,57,0.103350891,0.103350891,LA GAITANA,
ARMONIA,57,0.233439683,0.233439683,LA GAITANA,
BIZET,57,0.250686,0.250686,LA GAITANA,
CAROLINE_GOLD,57,0.113636364,0.113636364,LA GAITANA,
CHELO,57,0.255636364,0.255636364,LA GAITANA,
DILETTA,57,0.155755697,0.155755697,LA GAITANA,
DONCEL,57,0.167569795,0.167569795,LA GAITANA,
FARIDA,57,0.19300922,0.19300922,LA GAITANA,
EXTASIS,57,0.271066542,0.271066542,LA GAITANA,
FUENTE,57,0.159730906,0.159730906,LA GAITANA,
GRANSOLE,57,0.269273311,0.269273311,LA GAITANA,
IKEBANA,57,0.529958678,0.529958678,LA GAITANA,
ILUSION,57,0.597830579,0.597830579,LA GAITANA,
JOBIM,57,0.088028169,0.088028169,LA GAITANA,
NAUTILUS,57,0.233885878,0.233885878,LA GAITANA,
NEON,57,0.271066542,0.271066542,LA GAITANA,
LEGE_MARRONE,57,0.220357494,0.220357494,LA GAITANA,
MOONLIGHT,57,0.207616826,0.207616826,LA GAITANA,
NEW_YORK,57,0.098,0.098,LA GAITANA,
NOVIA,57,0.268385417,0.268385417,LA GAITANA,
RANDAL,57,0.170634921,0.170634921,LA GAITANA,
RODAS,57,0.233885878,0.233885878,LA GAITANA,
HAWAI,57,0.271066542,0.271066542,LA GAITANA,
SORRISO,57,0.24680412,0.24680412,LA GAITANA,
TINGUA,57,0.280807002,0.280807002,LA GAITANA,
ZAFIRO,57,0.214666667,0.214666667,LA GAITANA,
ZENIT,57,0.246023732,0.246023732,LA GAITANA,
HERMES,57,0.1100229,0.1100229,LA GAITANA,
ZEPPELIN,57,0.098591549,0.098591549,LA GAITANA,
KINO,57,0.259402299,0.259402299,LA GAITANA,
VELVET,57,0.216,0.216,LA GAITANA,
TANGELO,57,0.215,0.215,LA GAITANA,
ORANGE_FLAME,57,0.271066542,0.271066542,LA GAITANA,
TRUENO,57,0.271066542,0.271066542,LA GAITANA,
AMBROSE,57,0.241,0.241,LA GAITANA,
ANDINO,57,0.214,0.214,LA GAITANA,
BOUZERON,57,0.345,0.345,LA GAITANA,
CAPRICHO,57,0.170898438,0.170898438,LA GAITANA,
CAROCHE,57,0.518779343,0.518779343,LA GAITANA,
CAROLINE,57,0.215,0.215,LA GAITANA,
DANDY,57,0.342,0.342,LA GAITANA,
DANIKO,57,0.385365854,0.385365854,LA GAITANA,
DILETTA_CREMA,57,0.166523786,0.166523786,LA GAITANA,
DON_PEDRO,57,0.16609548,0.16609548,LA GAITANA,
FAITH,57,0.223796791,0.223796791,LA GAITANA,
FARIETA,57,0.33201,0.33201,LA GAITANA,
FAUSTO,57,0.151,0.151,LA GAITANA,
FREDY,57,0.202203635,0.202203635,LA GAITANA,
GLADYS,57,0.135051546,0.135051546,LA GAITANA,
GOBI,57,0.216,0.216,LA GAITANA,
GOBLIN,57,0.137,0.137,LA GAITANA,
GOLEM,57,0.181333333,0.181333333,LA GAITANA,
HELIOS,57,0.101041667,0.101041667,LA GAITANA,
ISOLA,57,0.18,0.18,LA GAITANA,
KINO_SPORT,57,0.172331641,0.172331641,LA GAITANA,
KOMACHI,57,0.28278822,0.28278822,LA GAITANA,
LIGHT_STAR,57,0.25860514,0.25860514,LA GAITANA,
LIZZY,57,0.222,0.222,LA GAITANA,
MADELON,57,0.241,0.241,LA GAITANA,
MEGAN,57,0.33,0.33,LA GAITANA,
MELODIA,57,0.24,0.24,LA GAITANA,
MIZUKI,57,0.2,0.2,LA GAITANA,
MONTOYA,57,0.178,0.178,LA GAITANA,
PELAYO,57,0.16,0.16,LA GAITANA,
POLIMNIA,57,0.270690128,0.270690128,LA GAITANA,
SOLEX,57,0.15864937,0.15864937,LA GAITANA,
SUMATRA,57,0.181333333,0.181333333,LA GAITANA,
TENDERLY,57,0.11,0.11,LA GAITANA,
VORAGINE,57,0.209762195,0.209762195,LA GAITANA,
WALKER,57,0.242400707,0.242400707,LA GAITANA,
ZAPOTE,57,0.207,0.207,LA GAITANA,
ZURIGO,57,0.170086088,0.170086088,LA GAITANA,
ALI_BABA,58,0.279755361,0.279755361,LA GAITANA,
AMOROSA,58,0.334745973,0.334745973,LA GAITANA,
ANTIGUA,58,0.11255751,0.11255751,LA GAITANA,
ARMONIA,58,0.146603873,0.146603873,LA GAITANA,
BIZET,58,0.281808,0.281808,LA GAITANA,
CAROLINE_GOLD,58,0.140374332,0.140374332,LA GAITANA,
CHELO,58,0.159975936,0.159975936,LA GAITANA,
DILETTA,58,0.180229271,0.180229271,LA GAITANA,
DONCEL,58,0.195606997,0.195606997,LA GAITANA,
FARIDA,58,0.164044172,0.164044172,LA GAITANA,
EXTASIS,58,0.269395211,0.269395211,LA GAITANA,
FUENTE,58,0.138071441,0.138071441,LA GAITANA,
GRANSOLE,58,0.274228308,0.274228308,LA GAITANA,
IKEBANA,58,0.121797521,0.121797521,LA GAITANA,
ILUSION,58,0.543904959,0.543904959,LA GAITANA,
JOBIM,58,0.047183099,0.047183099,LA GAITANA,
NAUTILUS,58,0.202708949,0.202708949,LA GAITANA,
NEON,58,0.269395211,0.269395211,LA GAITANA,
LEGE_MARRONE,58,0.216050026,0.216050026,LA GAITANA,
MOONLIGHT,58,0.189274564,0.189274564,LA GAITANA,
NEW_YORK,58,0.108,0.108,LA GAITANA,
NOVIA,58,0.392915365,0.392915365,LA GAITANA,
RANDAL,58,0.044642857,0.044642857,LA GAITANA,
RODAS,58,0.202708949,0.202708949,LA GAITANA,
HAWAI,58,0.269395211,0.269395211,LA GAITANA,
SORRISO,58,0.284639494,0.284639494,LA GAITANA,
TINGUA,58,0.238126588,0.238126588,LA GAITANA,
ZAFIRO,58,0.175333333,0.175333333,LA GAITANA,
ZENIT,58,0.196845313,0.196845313,LA GAITANA,
HERMES,58,0.142357501,0.142357501,LA GAITANA,
ZEPPELIN,58,0.149452269,0.149452269,LA GAITANA,
KINO,58,0.190434549,0.190434549,LA GAITANA,
VELVET,58,0.222,0.222,LA GAITANA,
TANGELO,58,0.175,0.175,LA GAITANA,
ORANGE_FLAME,58,0.269395211,0.269395211,LA GAITANA,
TRUENO,58,0.269395211,0.269395211,LA GAITANA,
AMBROSE,58,0.195,0.195,LA GAITANA,
ANDINO,58,0.23,0.23,LA GAITANA,
BOUZERON,58,0.35,0.35,LA GAITANA,
CAPRICHO,58,0.202148438,0.202148438,LA GAITANA,
CAROCHE,58,0.368544601,0.368544601,LA GAITANA,
CAROLINE,58,0.2,0.2,LA GAITANA,
DANDY,58,0.407,0.407,LA GAITANA,
DANIKO,58,0.287804878,0.287804878,LA GAITANA,
DILETTA_CREMA,58,0.173157363,0.173157363,LA GAITANA,
DON_PEDRO,58,0.178811323,0.178811323,LA GAITANA,
FAITH,58,0.131951872,0.131951872,LA GAITANA,
FARIETA,58,0.26133,0.26133,LA GAITANA,
FAUSTO,58,0.17,0.17,LA GAITANA,
FREDY,58,0.16877093,0.16877093,LA GAITANA,
GLADYS,58,0.101030928,0.101030928,LA GAITANA,
GOBI,58,0.274,0.274,LA GAITANA,
GOBLIN,58,0.296,0.296,LA GAITANA,
GOLEM,58,0.208666667,0.208666667,LA GAITANA,
HELIOS,58,0.20625,0.20625,LA GAITANA,
ISOLA,58,0.189,0.189,LA GAITANA,
KINO_SPORT,58,0.225598469,0.225598469,LA GAITANA,
KOMACHI,58,0.232556438,0.232556438,LA GAITANA,
LIGHT_STAR,58,0.204783663,0.204783663,LA GAITANA,
LIZZY,58,0.27,0.27,LA GAITANA,
MADELON,58,0.195,0.195,LA GAITANA,
MEGAN,58,0.29,0.29,LA GAITANA,
MELODIA,58,0.23,0.23,LA GAITANA,
MIZUKI,58,0.194,0.194,LA GAITANA,
MONTOYA,58,0.203,0.203,LA GAITANA,
PELAYO,58,0.19,0.19,LA GAITANA,
POLIMNIA,58,0.240986642,0.240986642,LA GAITANA,
SOLEX,58,0.259802848,0.259802848,LA GAITANA,
SUMATRA,58,0.208666667,0.208666667,LA GAITANA,
TENDERLY,58,0.18,0.18,LA GAITANA,
VORAGINE,58,0.145842005,0.145842005,LA GAITANA,
WALKER,58,0.235189551,0.235189551,LA GAITANA,
ZAPOTE,58,0.205,0.205,LA GAITANA,
ZURIGO,58,0.220485595,0.220485595,LA GAITANA,
ALI_BABA,59,0.22324223,0.22324223,LA GAITANA,
AMOROSA,59,0.36722532,0.36722532,LA GAITANA,
ANTIGUA,59,0.125836415,0.125836415,LA GAITANA,
ARMONIA,59,0.166770083,0.166770083,LA GAITANA,
BIZET,59,0.30951,0.30951,LA GAITANA,
CAROLINE_GOLD,59,0.073529412,0.073529412,LA GAITANA,
CHELO,59,0.081606952,0.081606952,LA GAITANA,
DILETTA,59,0.121490594,0.121490594,LA GAITANA,
DONCEL,59,0.161974777,0.161974777,LA GAITANA,
FARIDA,59,0.173939139,0.173939139,LA GAITANA,
EXTASIS,59,0.232101213,0.232101213,LA GAITANA,
FUENTE,59,0.141953057,0.141953057,LA GAITANA,
GRANSOLE,59,0.190365885,0.190365885,LA GAITANA,
IKEBANA,59,0.228719008,0.228719008,LA GAITANA,
ILUSION,59,0.459297521,0.459297521,LA GAITANA,
JOBIM,59,0.054929577,0.054929577,LA GAITANA,
NAUTILUS,59,0.228345637,0.228345637,LA GAITANA,
NEON,59,0.232101213,0.232101213,LA GAITANA,
LEGE_MARRONE,59,0.135042286,0.135042286,LA GAITANA,
MOONLIGHT,59,0.194875146,0.194875146,LA GAITANA,
NEW_YORK,59,0.13,0.13,LA GAITANA,
NOVIA,59,0.205125,0.205125,LA GAITANA,
RANDAL,59,0.117063492,0.117063492,LA GAITANA,
RODAS,59,0.228345637,0.228345637,LA GAITANA,
HAWAI,59,0.232101213,0.232101213,LA GAITANA,
SORRISO,59,0.225451152,0.225451152,LA GAITANA,
TINGUA,59,0.252150001,0.252150001,LA GAITANA,
ZAFIRO,59,0.170666667,0.170666667,LA GAITANA,
ZENIT,59,0.215240802,0.215240802,LA GAITANA,
HERMES,59,0.1428608,0.1428608,LA GAITANA,
ZEPPELIN,59,0.079812207,0.079812207,LA GAITANA,
KINO,59,0.202289869,0.202289869,LA GAITANA,
VELVET,59,0.264,0.264,LA GAITANA,
TANGELO,59,0.171,0.171,LA GAITANA,
ORANGE_FLAME,59,0.232101213,0.232101213,LA GAITANA,
TRUENO,59,0.232101213,0.232101213,LA GAITANA,
AMBROSE,59,0.231,0.231,LA GAITANA,
ANDINO,59,0.239,0.239,LA GAITANA,
BOUZERON,59,0.323,0.323,LA GAITANA,
CAPRICHO,59,0.20703125,0.20703125,LA GAITANA,
CAROCHE,59,0.3,0.3,LA GAITANA,
CAROLINE,59,0.188,0.188,LA GAITANA,
DANDY,59,0.354,0.354,LA GAITANA,
DANIKO,59,0.330081301,0.330081301,LA GAITANA,
DILETTA_CREMA,59,0.109874887,0.109874887,LA GAITANA,
DON_PEDRO,59,0.167286024,0.167286024,LA GAITANA,
FAITH,59,0.243850267,0.243850267,LA GAITANA,
FARIETA,59,0.20181,0.20181,LA GAITANA,
FAUSTO,59,0.187,0.187,LA GAITANA,
FREDY,59,0.198622057,0.198622057,LA GAITANA,
GLADYS,59,0.096391753,0.096391753,LA GAITANA,
GOBI,59,0.316333333,0.316333333,LA GAITANA,
GOBLIN,59,0.175,0.175,LA GAITANA,
GOLEM,59,0.205666667,0.205666667,LA GAITANA,
HELIOS,59,0.144791667,0.144791667,LA GAITANA,
ISOLA,59,0.212,0.212,LA GAITANA,
KINO_SPORT,59,0.200096172,0.200096172,LA GAITANA,
KOMACHI,59,0.202554215,0.202554215,LA GAITANA,
LIGHT_STAR,59,0.272913777,0.272913777,LA GAITANA,
LIZZY,59,0.25,0.25,LA GAITANA,
MADELON,59,0.231,0.231,LA GAITANA,
MEGAN,59,0.25,0.25,LA GAITANA,
MELODIA,59,0.19,0.19,LA GAITANA,
MIZUKI,59,0.173,0.173,LA GAITANA,
MONTOYA,59,0.196,0.196,LA GAITANA,
PELAYO,59,0.19,0.19,LA GAITANA,
POLIMNIA,59,0.243194172,0.243194172,LA GAITANA,
SOLEX,59,0.282708105,0.282708105,LA GAITANA,
SUMATRA,59,0.205666667,0.205666667,LA GAITANA,
TENDERLY,59,0.21,0.21,LA GAITANA,
VORAGINE,59,0.152564903,0.152564903,LA GAITANA,
WALKER,59,0.233397304,0.233397304,LA GAITANA,
ZAPOTE,59,0.23,0.23,LA GAITANA,
ZURIGO,59,0.228886434,0.228886434,LA GAITANA,
ALI_BABA,60,0.189892525,0.189892525,LA GAITANA,
AMOROSA,60,0.220159025,0.220159025,LA GAITANA,
ANTIGUA,60,0.134661041,0.134661041,LA GAITANA,
ARMONIA,60,0.124567017,0.124567017,LA GAITANA,
BIZET,60,0.31464,0.31464,LA GAITANA,
CAROLINE_GOLD,60,0.092245989,0.092245989,LA GAITANA,
CHELO,60,0.198082888,0.198082888,LA GAITANA,
DILETTA,60,0.095549582,0.095549582,LA GAITANA,
DONCEL,60,0.123976041,0.123976041,LA GAITANA,
FARIDA,60,0.172787012,0.172787012,LA GAITANA,
EXTASIS,60,0.229924596,0.229924596,LA GAITANA,
FUENTE,60,0.132067029,0.132067029,LA GAITANA,
GRANSOLE,60,0.191721161,0.191721161,LA GAITANA,
IKEBANA,60,0.186880165,0.186880165,LA GAITANA,
ILUSION,60,0.53088843,0.53088843,LA GAITANA,
JOBIM,60,0.170675292,0.170675292,LA GAITANA,
NAUTILUS,60,0.166447571,0.166447571,LA GAITANA,
NEON,60,0.229924596,0.229924596,LA GAITANA,
LEGE_MARRONE,60,0.144344689,0.144344689,LA GAITANA,
MOONLIGHT,60,0.171514599,0.171514599,LA GAITANA,
NEW_YORK,60,0.117,0.117,LA GAITANA,
NOVIA,60,0.160003906,0.160003906,LA GAITANA,
RANDAL,60,0.231150794,0.231150794,LA GAITANA,
RODAS,60,0.166447571,0.166447571,LA GAITANA,
HAWAI,60,0.229924596,0.229924596,LA GAITANA,
SORRISO,60,0.218545371,0.218545371,LA GAITANA,
TINGUA,60,0.245435433,0.245435433,LA GAITANA,
ZAFIRO,60,0.17,0.17,LA GAITANA,
ZENIT,60,0.145214292,0.145214292,LA GAITANA,
HERMES,60,0.169910588,0.169910588,LA GAITANA,
ZEPPELIN,60,0.146322379,0.146322379,LA GAITANA,
KINO,60,0.168380221,0.168380221,LA GAITANA,
VELVET,60,0.242,0.242,LA GAITANA,
TANGELO,60,0.17,0.17,LA GAITANA,
ORANGE_FLAME,60,0.229924596,0.229924596,LA GAITANA,
TRUENO,60,0.229924596,0.229924596,LA GAITANA,
AMBROSE,60,0.17,0.17,LA GAITANA,
ANDINO,60,0.25,0.25,LA GAITANA,
BOUZERON,60,0.299,0.299,LA GAITANA,
CAPRICHO,60,0.249023438,0.249023438,LA GAITANA,
CAROCHE,60,0.238262911,0.238262911,LA GAITANA,
CAROLINE,60,0.19,0.19,LA GAITANA,
DANDY,60,0.389,0.389,LA GAITANA,
DANIKO,60,0.326829268,0.326829268,LA GAITANA,
DILETTA_CREMA,60,0.142484708,0.142484708,LA GAITANA,
DON_PEDRO,60,0.223507053,0.223507053,LA GAITANA,
FAITH,60,0.160427807,0.160427807,LA GAITANA,
FARIETA,60,0.15717,0.15717,LA GAITANA,
FAUSTO,60,0.19,0.19,LA GAITANA,
FREDY,60,0.195413888,0.195413888,LA GAITANA,
GLADYS,60,0.100515464,0.100515464,LA GAITANA,
GOBI,60,0.311,0.311,LA GAITANA,
GOBLIN,60,0.134,0.134,LA GAITANA,
GOLEM,60,0.236666667,0.236666667,LA GAITANA,
HELIOS,60,0.107291667,0.107291667,LA GAITANA,
ISOLA,60,0.245,0.245,LA GAITANA,
KINO_SPORT,60,0.184893888,0.184893888,LA GAITANA,
KOMACHI,60,0.221081222,0.221081222,LA GAITANA,
LIGHT_STAR,60,0.250519333,0.250519333,LA GAITANA,
LIZZY,60,0.233,0.233,LA GAITANA,
MADELON,60,0.17,0.17,LA GAITANA,
MEGAN,60,0.25,0.25,LA GAITANA,
MELODIA,60,0.25,0.25,LA GAITANA,
MIZUKI,60,0.153,0.153,LA GAITANA,
MONTOYA,60,0.182,0.182,LA GAITANA,
PELAYO,60,0.12,0.12,LA GAITANA,
POLIMNIA,60,0.391076642,0.391076642,LA GAITANA,
SOLEX,60,0.329049151,0.329049151,LA GAITANA,
SUMATRA,60,0.236666667,0.236666667,LA GAITANA,
TENDERLY,60,0.14,0.14,LA GAITANA,
VORAGINE,60,0.115388473,0.115388473,LA GAITANA,
WALKER,60,0.227917683,0.227917683,LA GAITANA,
ZAPOTE,60,0.254,0.254,LA GAITANA,
ZURIGO,60,0.243875976,0.243875976,LA GAITANA,
ALI_BABA,61,0.201724204,0.201724204,LA GAITANA,
AMOROSA,61,0.286243288,0.286243288,LA GAITANA,
ANTIGUA,61,0.154649521,0.154649521,LA GAITANA,
ARMONIA,61,0.115378109,0.115378109,LA GAITANA,
BIZET,61,0.300618,0.300618,LA GAITANA,
CAROLINE_GOLD,61,0.090017825,0.090017825,LA GAITANA,
CHELO,61,0.221886809,0.221886809,LA GAITANA,
DILETTA,61,0.115393389,0.115393389,LA GAITANA,
DONCEL,61,0.127092854,0.127092854,LA GAITANA,
FARIDA,61,0.237071372,0.237071372,LA GAITANA,
EXTASIS,61,0.124792703,0.124792703,LA GAITANA,
FUENTE,61,0.141149337,0.141149337,LA GAITANA,
GRANSOLE,61,0.163145661,0.163145661,LA GAITANA,
IKEBANA,61,0.206404959,0.206404959,LA GAITANA,
ILUSION,61,0.511363636,0.511363636,LA GAITANA,
JOBIM,61,0.16306911,0.16306911,LA GAITANA,
NAUTILUS,61,0.207370252,0.207370252,LA GAITANA,
NEON,61,0.124792703,0.124792703,LA GAITANA,
LEGE_MARRONE,61,0.142104813,0.142104813,LA GAITANA,
MOONLIGHT,61,0.161414448,0.161414448,LA GAITANA,
NEW_YORK,61,0.107,0.107,LA GAITANA,
NOVIA,61,0.156617188,0.156617188,LA GAITANA,
RANDAL,61,0.225198413,0.225198413,LA GAITANA,
RODAS,61,0.207370252,0.207370252,LA GAITANA,
HAWAI,61,0.124792703,0.124792703,LA GAITANA,
SORRISO,61,0.169451237,0.169451237,LA GAITANA,
TINGUA,61,0.230116088,0.230116088,LA GAITANA,
ZAFIRO,61,0.153,0.153,LA GAITANA,
ZENIT,61,0.139841322,0.139841322,LA GAITANA,
HERMES,61,0.192975474,0.192975474,LA GAITANA,
ZEPPELIN,61,0.098591549,0.098591549,LA GAITANA,
KINO,61,0.171506557,0.171506557,LA GAITANA,
VELVET,61,0.234,0.234,LA GAITANA,
TANGELO,61,0.153,0.153,LA GAITANA,
ORANGE_FLAME,61,0.124792703,0.124792703,LA GAITANA,
TRUENO,61,0.124792703,0.124792703,LA GAITANA,
AMBROSE,61,0.168,0.168,LA GAITANA,
ANDINO,61,0.239,0.239,LA GAITANA,
BOUZERON,61,0.292,0.292,LA GAITANA,
CAPRICHO,61,0.142578125,0.142578125,LA GAITANA,
CAROCHE,61,0.138497653,0.138497653,LA GAITANA,
CAROLINE,61,0.18,0.18,LA GAITANA,
DANDY,61,0.32,0.32,LA GAITANA,
DANIKO,61,0.181272957,0.181272957,LA GAITANA,
DILETTA_CREMA,61,0.147323998,0.147323998,LA GAITANA,
DON_PEDRO,61,0.198016331,0.198016331,LA GAITANA,
FAITH,61,0,0,LA GAITANA,
FARIETA,61,0.14694,0.14694,LA GAITANA,
FAUSTO,61,0.181,0.181,LA GAITANA,
FREDY,61,0.137658657,0.137658657,LA GAITANA,
GLADYS,61,0.071134021,0.071134021,LA GAITANA,
GOBI,61,0.289,0.289,LA GAITANA,
GOBLIN,61,0.145,0.145,LA GAITANA,
GOLEM,61,0.219666667,0.219666667,LA GAITANA,
HELIOS,61,0.132291667,0.132291667,LA GAITANA,
ISOLA,61,0.257,0.257,LA GAITANA,
KINO_SPORT,61,0.17616199,0.17616199,LA GAITANA,
KOMACHI,61,0.239329448,0.239329448,LA GAITANA,
LIGHT_STAR,61,0.187872038,0.187872038,LA GAITANA,
LIZZY,61,0.271,0.271,LA GAITANA,
MADELON,61,0.168,0.168,LA GAITANA,
MEGAN,61,0.18,0.18,LA GAITANA,
MELODIA,61,0.23,0.23,LA GAITANA,
MIZUKI,61,0.128,0.128,LA GAITANA,
MONTOYA,61,0.158,0.158,LA GAITANA,
PELAYO,61,0.16,0.16,LA GAITANA,
POLIMNIA,61,0.208394088,0.208394088,LA GAITANA,
SOLEX,61,0.247535597,0.247535597,LA GAITANA,
SUMATRA,61,0.219666667,0.219666667,LA GAITANA,
TENDERLY,61,0.19,0.19,LA GAITANA,
VORAGINE,61,0.103777397,0.103777397,LA GAITANA,
WALKER,61,0.213743819,0.213743819,LA GAITANA,
ZAPOTE,61,0.26,0.26,LA GAITANA,
ZURIGO,61,0.29980248,0.29980248,LA GAITANA,
ALI_BABA,62,0.223495482,0.223495482,LA GAITANA,
AMOROSA,62,0.179729451,0.179729451,LA GAITANA,
ANTIGUA,62,0.162132289,0.162132289,LA GAITANA,
ARMONIA,62,0.1158228,0.1158228,LA GAITANA,
BIZET,62,0.25479,0.25479,LA GAITANA,
CAROLINE_GOLD,62,0.071746881,0.071746881,LA GAITANA,
CHELO,62,0.160864528,0.160864528,LA GAITANA,
DILETTA,62,0.128896217,0.128896217,LA GAITANA,
DONCEL,62,0.100628898,0.100628898,LA GAITANA,
FARIDA,62,0.178982726,0.178982726,LA GAITANA,
EXTASIS,62,0.107379768,0.107379768,LA GAITANA,
FUENTE,62,0.183729997,0.183729997,LA GAITANA,
GRANSOLE,62,0.123544136,0.123544136,LA GAITANA,
IKEBANA,62,0.300309917,0.300309917,LA GAITANA,
ILUSION,62,0.383987603,0.383987603,LA GAITANA,
JOBIM,62,0.138209883,0.138209883,LA GAITANA,
NAUTILUS,62,0.161410568,0.161410568,LA GAITANA,
NEON,62,0.107379768,0.107379768,LA GAITANA,
LEGE_MARRONE,62,0.212652216,0.212652216,LA GAITANA,
MOONLIGHT,62,0.145603509,0.145603509,LA GAITANA,
NEW_YORK,62,0.084,0.084,LA GAITANA,
NOVIA,62,0.181466797,0.181466797,LA GAITANA,
RANDAL,62,0.093253968,0.093253968,LA GAITANA,
RODAS,62,0.161410568,0.161410568,LA GAITANA,
HAWAI,62,0.107379768,0.107379768,LA GAITANA,
SORRISO,62,0.128338352,0.128338352,LA GAITANA,
TINGUA,62,0.220467289,0.220467289,LA GAITANA,
ZAFIRO,62,0.162,0.162,LA GAITANA,
ZENIT,62,0.136199842,0.136199842,LA GAITANA,
HERMES,62,0.187154567,0.187154567,LA GAITANA,
ZEPPELIN,62,0.234741784,0.234741784,LA GAITANA,
KINO,62,0.140169101,0.140169101,LA GAITANA,
VELVET,62,0.17,0.17,LA GAITANA,
TANGELO,62,0.162,0.162,LA GAITANA,
ORANGE_FLAME,62,0.107379768,0.107379768,LA GAITANA,
TRUENO,62,0.107379768,0.107379768,LA GAITANA,
AMBROSE,62,0.114,0.114,LA GAITANA,
ANDINO,62,0.23,0.23,LA GAITANA,
BOUZERON,62,0.212,0.212,LA GAITANA,
CAPRICHO,62,0.091796875,0.091796875,LA GAITANA,
CAROCHE,62,0.178403756,0.178403756,LA GAITANA,
CAROLINE,62,0.15,0.15,LA GAITANA,
DANDY,62,0.334,0.334,LA GAITANA,
DANIKO,62,0.137271262,0.137271262,LA GAITANA,
DILETTA_CREMA,62,0.125353577,0.125353577,LA GAITANA,
DON_PEDRO,62,0.145533484,0.145533484,LA GAITANA,
FAITH,62,0.085828877,0.085828877,LA GAITANA,
FARIETA,62,0.10416,0.10416,LA GAITANA,
FAUSTO,62,0.154,0.154,LA GAITANA,
FREDY,62,0.141549065,0.141549065,LA GAITANA,
GLADYS,62,0.073195876,0.073195876,LA GAITANA,
GOBI,62,0.285333333,0.285333333,LA GAITANA,
GOBLIN,62,0.133,0.133,LA GAITANA,
GOLEM,62,0.195333333,0.195333333,LA GAITANA,
HELIOS,62,0.13125,0.13125,LA GAITANA,
ISOLA,62,0.271,0.271,LA GAITANA,
KINO_SPORT,62,0.163508148,0.163508148,LA GAITANA,
KOMACHI,62,0.216404457,0.216404457,LA GAITANA,
LIGHT_STAR,62,0.244082814,0.244082814,LA GAITANA,
LIZZY,62,0.314,0.314,LA GAITANA,
MADELON,62,0.114,0.114,LA GAITANA,
MEGAN,62,0.16,0.16,LA GAITANA,
MELODIA,62,0.18,0.18,LA GAITANA,
MIZUKI,62,0.088,0.088,LA GAITANA,
MONTOYA,62,0.147,0.147,LA GAITANA,
PELAYO,62,0.16,0.16,LA GAITANA,
POLIMNIA,62,0.181262341,0.181262341,LA GAITANA,
SOLEX,62,0.222292579,0.222292579,LA GAITANA,
SUMATRA,62,0.195333333,0.195333333,LA GAITANA,
TENDERLY,62,0.18,0.18,LA GAITANA,
VORAGINE,62,0.193071663,0.193071663,LA GAITANA,
WALKER,62,0.162782252,0.162782252,LA GAITANA,
ZAPOTE,62,0.286,0.286,LA GAITANA,
ZURIGO,62,0.165448466,0.165448466,LA GAITANA,
ALI_BABA,63,0.144728519,0.144728519,LA GAITANA,
AMOROSA,63,0.125325279,0.125325279,LA GAITANA,
ANTIGUA,63,0.18302277,0.18302277,LA GAITANA,
ARMONIA,63,0.125366812,0.125366812,LA GAITANA,
BIZET,63,0.229824,0.229824,LA GAITANA,
CAROLINE_GOLD,63,0.07486631,0.07486631,LA GAITANA,
CHELO,63,0.1964082,0.1964082,LA GAITANA,
DILETTA,63,0.079481166,0.079481166,LA GAITANA,
DONCEL,63,0.102504797,0.102504797,LA GAITANA,
FARIDA,63,0.202322987,0.202322987,LA GAITANA,
EXTASIS,63,0.157545605,0.157545605,LA GAITANA,
FUENTE,63,0.183202955,0.183202955,LA GAITANA,
GRANSOLE,63,0.155488691,0.155488691,LA GAITANA,
